,name,location_name,longitude,latitude,vertical,is_nordic,is_alpine_xc,is_xc_only,is_allied,num_trails,num_lifts,is_open_nights,has_terrain_parks,web_page,is_alpine_xc_display,is_open_nights_display,has_terrain_parks_display,is_allied_display
145,Snowstar,"Andalusia, IL, USA",-90.7487552,41.425203,"{'elevation': 262, 'summit': 790, 'base': 528}",False,False,False,False,15,6,True,True,https://www.indyskipass.com/our-resorts/snowstar,No,Yes,Yes,No
146,Soldier Mountain,"Fairfield, ID, USA",-114.8394912,43.484719,"{'elevation': 1421, 'summit': 7177, 'base': 5756}",False,False,False,False,35,3,False,True,https://www.indyskipass.com/our-resorts/soldier-mountain,No,No,Yes,No
300,Sovereign Lake Nordic Club,"Vernon, BC, CA",-119.1077133,50.36244,{},True,False,True,False,30,,True,False,https://www.indyskipass.com/our-resorts/sovereign-lake-nordic-club,No,Yes,No,No
147,Spirit Mountain,"Duluth, MN, USA",-92.2167365,46.7182684,"{'elevation': 700, 'summit': 1390, 'base': 690}",False,False,False,False,22,7,True,True,https://www.indyskipass.com/our-resorts/spirit-mountain,No,Yes,Yes,No
148,Sundown Mountain,"Dubuque, IA, USA",-90.8217712,42.5152436,"{'elevation': 475, 'summit': 1059, 'base': 584}",False,False,False,False,21,6,True,True,https://www.indyskipass.com/our-resorts/sundown-mountain,No,Yes,Yes,No
149,Sunlight Mountain Resort,"Glenwood Springs, CO, USA",-107.341345,39.3997821,"{'elevation': 2010, 'summit': 9895, 'base': 7885}",False,False,False,False,72,3,False,True,https://www.indyskipass.com/our-resorts/sunlight-mountain-resort,No,No,Yes,No
150,Sunrise Park,"Greer, AZ, USA",-109.5668086,33.9737271,"{'elevation': 1800, 'summit': 11100, 'base': 9300}",False,False,False,False,65,6,True,True,https://www.indyskipass.com/our-resorts/sunrise-park,No,Yes,Yes,No
151,Swain Resort,"Swain, NY, USA",-77.8577131,42.4765984,"{'elevation': 650, 'summit': 1970, 'base': 1320}",False,False,False,False,35,5,True,True,https://www.indyskipass.com/our-resorts/swain-resort,No,Yes,Yes,No
184,Swiss Valley,"Jones, MI, USA",-85.8299194,41.9546966,"{'elevation': 225, 'summit': 1134, 'base': 919}",False,False,False,False,11,7,True,True,https://www.indyskipass.com/our-resorts/swiss-valley,No,Yes,Yes,No
361,Takasu Snow Park,"Gujo, Gifu, Japan",136.8747543,35.9982091,"{'elevation': 1968, 'summit': 5085, 'base': 3117}",False,False,False,False,13,4,False,True,https://www.indyskipass.com/our-resorts/takasu-snow-park,No,No,Yes,No
153,Tamarack Mountain Resort,"Donnelly , ID, USA",-116.1256351,44.6707683,"{'elevation': 2800, 'summit': 7700, 'base': 4900}",False,False,False,False,50,7,False,True,https://www.indyskipass.com/our-resorts/tamarack-mountain-resort,No,No,Yes,No
376,Tangram Ski Circus,"Shinano, Nagano, Japan",138.2604231,36.8533811,"{'elevation': 1706, 'summit': 4331, 'base': 2625}",False,False,False,False,17,5,True,False,https://www.indyskipass.com/our-resorts/tangram-ski-circus,No,Yes,No,No
154,Tazawako,"Tazawako, Tohoku",140.7681328,39.7623337,"{'elevation': 1995, 'summit': 3891, 'base': 1896}",False,False,False,False,13,6,False,True,https://www.indyskipass.com/our-resorts/tazawako,No,No,Yes,No
301,Telemark Nordic Center,"Kelowna, BC, CA",-119.7175073,49.863107,{},True,False,True,False,30,,True,False,https://www.indyskipass.com/our-resorts/telemark-nordic-center,No,Yes,No,No
155,Terry Peak,"Lead, SD, USA",-103.8429043,44.3345768,"{'elevation': 1100, 'summit': 7100, 'base': 5900}",False,False,False,False,30,5,False,True,https://www.indyskipass.com/our-resorts/terry-peak,No,No,Yes,No
157,Titus Mountain,"Malone, NY, USA",-74.2378371,44.7634267,"{'elevation': 1200, 'summit': 2025, 'base': 825}",False,False,False,False,53,9,True,True,https://www.indyskipass.com/our-resorts/titus-mountain,No,Yes,Yes,No
158,Togakushi Ski Resort,"Nagano, Japan",138.0920507,36.754361,"{'elevation': 1732, 'summit': 5734, 'base': 4002}",False,False,False,False,19,7,False,True,https://www.indyskipass.com/our-resorts/togakushi-ski-resort,No,No,Yes,No
302,Trapp Family Lodge,"Stowe, VT, USA",-72.7477526,44.4654613,{},True,False,True,False,24,,False,False,https://www.indyskipass.com/our-resorts/trapp-family-lodge,No,No,No,No
159,Tree Tops Resort,"Gayord, MI, USA",-84.5887653,45.0343188,"{'elevation': 225, 'summit': 1333, 'base': 1110}",True,True,False,False,25,5,True,True,https://www.indyskipass.com/our-resorts/tree-tops-resort,Yes,Yes,Yes,No
160,Trollhaugen,"Dresser, WI, USA",-92.6206738,45.3513159,"{'elevation': 280, 'summit': 1200, 'base': 928}",False,False,False,False,30,8,True,True,https://www.indyskipass.com/our-resorts/trollhaugen,No,Yes,Yes,No
304,Turpin Meadow Ranch,"Jackson , WY, USA",-110.2708794,43.8549223,{},True,False,True,False,7,,True,False,https://www.indyskipass.com/our-resorts/turpin-meadow-ranch,No,Yes,No,No
161,Tussey Mountain,"State College, PA, USA",-77.7565121,40.769202,"{'elevation': 500, 'summit': 1811, 'base': 1302}",False,False,False,False,8,5,True,True,https://www.indyskipass.com/our-resorts/tussey-mountain,No,Yes,Yes,No
162,Tyrol Basin Ski and Snowboard,"Mt. Horeb, WI, USA",-89.7855207,43.0447546,"{'elevation': 300, 'summit': 1160, 'base': 860}",False,False,False,False,24,7,True,True,https://www.indyskipass.com/our-resorts/tyrol-basin-ski-and-snowboard,No,Yes,Yes,No
364,Washigatake Ski Resort,"Gujo, Gifu, Japan",136.9169811,35.942471,"{'elevation': 1444, 'summit': 4429, 'base': 2986}",False,False,False,False,13,4,True,True,https://www.indyskipass.com/our-resorts/washigatake-ski-resort,No,Yes,Yes,No
163,Waterville Valley Resort,"Waterville Valley, NH, USA",-71.528136004038,43.965814884251,"{'elevation': 2020, 'summit': 3840, 'base': 1820}",True,True,False,False,62,11,True,True,https://www.indyskipass.com/our-resorts/waterville-valley-resort,Yes,Yes,Yes,No
164,West Mountain,"Queensbury, NY, USA",-73.7278653,43.285651,"{'elevation': 1000, 'summit': 1470, 'base': 460}",False,False,False,False,35,6,True,True,https://www.indyskipass.com/our-resorts/west-mountain,No,Yes,Yes,No
165,Whaleback Mountain,"Enfield, NH, USA",-72.1828453,43.601705,"{'elevation': 700, 'summit': 1800, 'base': 1100}",False,False,False,False,31,4,True,True,https://www.indyskipass.com/our-resorts/whaleback-mountain,No,Yes,Yes,No
307,White Grass Ski Touring,"Davis, WV, USA",-79.4242803,39.019,{},True,False,True,False,44,,True,False,https://www.indyskipass.com/our-resorts/white-grass-ski-touring,No,Yes,No,No
166,White Pass,"White Pass, WA, USA",-121.3950684,46.6366469,"{'elevation': 2050, 'summit': 6550, 'base': 4500}",False,False,False,False,45,8,True,True,https://www.indyskipass.com/our-resorts/white-pass,No,Yes,Yes,No
308,White Pine Touring Nordic Center,"Park City, UT, USA",-111.5135009,40.66233179,{},True,False,True,False,5,,False,False,https://www.indyskipass.com/our-resorts/white-pine-touring-nordic-center,No,No,No,No
378,Whitehorse Nordic Centre,"Whitehorse, Yukon, Canada",-135.1040097,60.7306527,{},True,False,True,False,,,True,False,https://www.indyskipass.com/our-resorts/whitehorse-nordic-centre,No,Yes,No,No
363,WhitePIA Takasu,"Gujo, Gifu, Japan",136.9300044,35.9558168,"{'elevation': 1509, 'summit': 4610, 'base': 3100}",False,False,False,False,13,4,False,True,https://www.indyskipass.com/our-resorts/whitepia-takasu,No,No,Yes,No
167,Whitepine Mountain Resort,"Pinedale, WY, USA",-109.7824737,42.9736669,"{'elevation': 1100, 'summit': 9600, 'base': 8500}",False,False,False,False,29,2,False,True,https://www.indyskipass.com/our-resorts/whitepine-mountain-resort,No,No,Yes,No
309,Williams Lake Cross Country Ski Club,"Williams Lake, BC, CA",-122.1228259,52.2464628,{},True,False,True,False,30,,True,False,https://www.indyskipass.com/our-resorts/williams-lake-cross-country-ski-club,No,Yes,No,No
334,Wintergreen,,-78.939293866598,37.93049274977,"{'elevation': None, 'summit': None, 'base': None}",False,False,False,False,26,5,True,True,https://www.indyskipass.com/our-resorts/wintergreen,No,Yes,Yes,No
168,Winterplace Ski Resort,"Flat Top , WV, USA",-81.128918,37.596639,"{'elevation': 603, 'summit': 3600, 'base': 2997}",False,False,False,False,27,10,True,True,https://www.indyskipass.com/our-resorts/winterplace-ski-resort,No,Yes,Yes,No
335,Wisp,,-79.363232023281,39.557463271077,"{'elevation': 700, 'summit': 3115, 'base': 2415}",False,False,False,False,33,13,True,True,https://www.indyskipass.com/our-resorts/wisp,No,Yes,Yes,No
310,Woodstock Nordic Center,"Woodstock, VT, USA",-72.5187081,43.6151845,{},True,False,True,False,48,,False,False,https://www.indyskipass.com/our-resorts/woodstock-nordic-center,No,No,No,No
359,Yuzawa Nakazato Snow Resort,"Yuzawa, Niigata, Japan",138.8490268,36.9141426,"{'elevation': 800, 'summit': 2303, 'base': 1503}",False,False,False,False,16,6,False,False,https://www.indyskipass.com/our-resorts/yuzawa-nakazato-snow-resort,No,No,No,No
